dictionary,{{en-verb|dictionar|ies}}
slim,{{en-verb|slims|slimming|slimmed|slimmed}}
smell,{{en-verb|smells|smelling|smelled|past2=smelt}}
pants,{{en-verb|es}}
translate,{{en-verb|translat}}
loco,{{en-verb}}
unvisard,{{en-verb}}
unvizard,{{en-verb}}
unmask,{{en-verb}}
beetle,{{en-verb|beetles|beetling|beetled|beetled}}
beetle,{{en-verb|beetl}}
beetle,{{en-verb|beetl}}
hamshackle,{{en-verb|hamshackl|ed}}
goose,{{en-verb|goos}}
heel,{{en-verb}}
heel,{{en-verb}}
swan,{{en-verb|swann}}
swan,{{en-verb|swann}}
juxtaposition,{{en-verb}}
lose,{{en-verb|loses|losing|lost}}
loose,{{en-verb|loos}}
street,{{en-verb}}
trail,{{en-verb}}
traffic,{{en-verb|traffick}}
path,{{en-verb}}
exit,{{en-verb}}
entrance,{{en-verb|entranc}}
turnpike,{{en-verb|turnpik}}
zoom,{{en-verb}}
gangway,{{en-verb}}
do,{{en-verb|does|doing|did|done}}
chat,{{en-verb|chatt}}
womb,{{en-verb}}
axe,{{en-verb|ax}}
axe,{{en-verb|ax}}
axe,{{en-verb|ax}}
rain,{{en-verb}}
hay,{{en-verb}}
deem,{{en-verb}}
weather,{{en-verb}}
surfeit,{{en-verb}}
while,{{en-verb|whil}}
give birth,{{en-verb|gives birth|giving birth|gave birth|given birth}}
Bangalore,{{en-verb|Bangalor}}
ail,{{en-verb}}
force,{{en-verb|forc}}
force,{{en-verb|forc}}
mass,{{en-verb|es}}
mass,{{en-verb|es}}
distance,{{en-verb|distances|distancing|distanced}}
dimension,{{en-verb}}
transgender,{{en-verb}}
macadam,{{en-verb|macadams|macadaming|pres_ptc2=macadamming|macadamed|past2=macadammed}}
boke,{{en-verb|bok}}
activate,{{en-verb|activat}}
experience,{{en-verb|experienc}}
train,{{en-verb}}
rail,{{en-verb}}
rail,{{en-verb}}
rail,{{en-verb}}
down,{{en-verb}}
down,{{en-verb}}
palm,{{en-verb}}
lam,{{en-verb|lams|lamming|lammed}}
ad lib,{{en-verb|ad libb}}
preposition,{{en-verb}}
pam,{{en-verb|pams|pamming|pammed}}
pain,{{en-verb}}
pin,{{en-verb|pins|pinning|pinned}}
festoon,{{en-verb}}
race,{{en-verb|rac}}
braid,{{en-verb|braids|braiding|braided|braided|past_ptc2=browden|past_ptc2_qual=obsolete}}
ribbon,{{en-verb}}
hoist,{{en-verb|hoists|hoisting|hoisted|past2=hoist}}
dish,{{en-verb|es}}
raspberry,{{en-verb|raspberries|raspberrying|raspberried}}
raspberry,{{en-verb|raspberr|ies}}
science,{{en-verb|scienc}}
oil,{{en-verb}}
disguise,{{en-verb|disguises|disguising|disguised}}
disgust,{{en-verb}}
nurse,{{en-verb|nurs}}
pretzel,{{en-verb|pretzels|pretzelling|pres_ptc2=pretzeling|pres_ptc2_qual=US|pretzelled|past2=pretzeled|past2_qual=US}}
balderdash,{{en-verb|balderdashes|balderdashing|balderdashed}}
jerk,{{en-verb}}
jerk,{{en-verb}}
bear,{{en-verb}}
bear,{{en-verb|bears|bearing|bore|past2=bare|past2_qual=archaic|borne|past_ptc2=born|past_ptc2_qual=see usage notes}}
vapor,{{en-verb}}
bullshit,{{en-verb|bullshits|bullshitting|bullshitted|past2=bullshit|past3=bullshat|past3_qual=rare}}
tribe,{{en-verb|trib}}
human,{{en-verb}}
provenance,{{en-verb|provenanc|ing}}
grammar,{{en-verb}}
er,{{en-verb|ers|erring|erred}}
lead,{{en-verb}}
lead,{{en-verb|leads|leading|led}}
arise,{{en-verb|arises|arising|arose|arisen}}
copyright,{{en-verb}}
cork,{{en-verb}}
cork,{{en-verb}}
facet,{{en-verb|facets|faceting|pres_ptc2=facetting|faceted|past2=facetted|faceted|past_ptc2=facetted}}
awake,{{en-verb|awakes|awaking|awoke|past2=awaked|past2_qual=rare|awoken|past_ptc2=awaked|past_ptc3=awoke|past_ptc3_qual=rare}}
advocate,{{en-verb|advocat}}
bore,{{en-verb|bor}}
born,{{en-verb|borns|bornin|bornt|bornt}}
become,"{{en-verb|becomes|becoming|became|past2=becomed|past2_qual=nonstandard|become|past_ptc3=becomen|past_ptc3_qual=rare, dialectal}}"
befall,{{en-verb|befalls|befalling|befell|befallen}}
behold,{{en-verb|beholds|beholding|beheld|beheld|past_ptc2=beholden|past_ptc2_qual=rare}}
bend,{{en-verb|bends|bending|bent|past2=bended|past2_qual=archaic}}
bet,{{en-verb|bets|betting|bet|past2=betted}}
bid,{{en-verb|bids|bidding|bid|past2=bade|past3=bad|bid|past_ptc2=bidden}}
bid,{{en-verb|bids|bidding|bid|bid}}
bind,{{en-verb|binds|binding|bound|bound|past_ptc2=bounden|past_ptc2_qual=rare}}
bound,{{en-verb}}
bound,{{en-verb}}
bleed,{{en-verb|bleeds|bleeding|bled}}
blow,{{en-verb|blows|blowing|blew|blown}}
blow,{{en-verb|blows|blowing|blew|blown}}
break,{{en-verb|breaks|breaking|broke|broken}}
broke,{{en-verb|brok}}
breed,{{en-verb|breeds|breeding|bred}}
bring,{{en-verb|brings|bringing|brought|brought}}
broadcast,{{en-verb|broadcasts|broadcasting|broadcast|past2=broadcasted}}
poop,{{en-verb}}
poop,{{en-verb}}
poop,{{en-verb}}
browbeat,{{en-verb|browbeats|browbeating|browbeat|browbeaten}}
build,{{en-verb|builds|building|built}}
burn,{{en-verb|burns|burning|burned|past2=burnt|past2_qual=mostly Commonwealth}}
burst,{{en-verb|bursts|bursting|burst|past2=brast|past2_qual=archaic|past3=bursted|past3_qual=nonstandard|burst|past_ptc2=bursten|past_ptc2_qual=rare|past_ptc3=bursted|past_ptc3_qual=nonstandard}}
bust,{{en-verb}}
catch,{{en-verb|catches|catching|caught}}
choose,{{en-verb|chooses|choosing|chose|chosen}}
cling,{{en-verb|clings|clinging|clung}}
come,{{en-verb|comes|coming|came|come|past_ptc2=comen|past_ptc2_qual=rare}}
cost,{{en-verb|costs|costing|cost|past2=costed}}
creep,{{en-verb|creeps|creeping|crept|past2=creeped|past3=crope|past3_qual=obsolete|crept|past_ptc2=creeped|past_ptc3=cropen|past_ptc3_qual=archaic}}
cut,{{en-verb|cuts|cutting|cut}}
dig,{{en-verb|digs|digging|dug}}
dig,{{en-verb|digs|digging|dug}}
dive,{{en-verb|dives|diving|dived|past2=dove|dived}}
lech,{{en-verb|es}}
fire,{{en-verb|fir}}
dream,{{en-verb|dreams|dreaming|dreamed|past2=dreamt}}
drive,{{en-verb|drives|driving|drove|past2=drave|past2_qual=archaic|driven|past_ptc2=druv|past_ptc2_qual=dialectal}}
drove,{{en-verb|drov}}
dwell,{{en-verb|dwells|dwelling|dwelt|past2=dwelled|past2_qual=mostly US}}
eat,{{en-verb|eats|eating|ate|past2=et|past2_qual=dialectal|past3=eat|past3_qual=obsolete|eaten}}
fell,{{en-verb}}
feed,{{en-verb|feeds|feeding|fed}}
feel,{{en-verb|feels|feeling|felt}}
felt,{{en-verb}}
blond,{{en-verb}}
fight,{{en-verb|fights|fighting|fought|fought|past_ptc2=foughten|past_ptc2_qual=archaic}}
flesh,{{en-verb|fleshes|fleshing|fleshed|fleshed}}
find,{{en-verb|finds|finding|found|past2=fand|past2_qual=dialectal|found|past_ptc2=founden|past_ptc2_qual=archaic}}
found,{{en-verb}}
found,{{en-verb}}
fit,{{en-verb|fits|fitting|fitted|past2=fit|fitted|past_ptc2=fit}}
fit,{{en-verb|fitt}}
flee,{{en-verb|flees|fleeing|fled|fled}}
fling,{{en-verb|flings|flinging|flung}}
fly,{{en-verb|flies|flying|flew|flown}}
fly,{{en-verb|flies|flying|flied|flied}}
forbid,{{en-verb|forbids|forbidding|forbid|past2=forbade|past3=forbad|forbidden}}
forego,{{en-verb|foregoes|foregoing|forewent|foregone}}
forego,{{en-verb|foregoes|foregoing|forewent|foregone}}
forgo,{{en-verb|forgoes|forgoing|forwent|forgone}}
foresee,{{en-verb|foresees|foreseeing|foresaw|foreseen}}
sentence,{{en-verb|sentences|sentencing|sentenced}}
account,{{en-verb}}
enterprise,{{en-verb|enterpris}}
entertain,{{en-verb}}
dart,{{en-verb}}
graduate,{{en-verb|graduat}}
foretell,{{en-verb|foretells|foretelling|foretold}}
forget,{{en-verb|forgets|forgetting|forgot|past2=forgat|past2_qual=archaic|forgotten|past_ptc2=forgot|past_ptc2_qual=rare}}
forgive,{{en-verb|forgives|forgiving|forgave|forgiven}}
forsake,{{en-verb|forsakes|forsaking|forsook|forsaken}}
freeze,{{en-verb|freezes|freezing|froze|frozen}}
get,"{{en-verb|gets|getting|got|got|past_ptc_qual=chiefly British|past_ptc2=gotten|past_ptc2_qual=North America, less common in UK}}"
go,{{en-verb|goes|going|went|gone}}
grind,{{en-verb|grinds|grinding|ground|past2=grinded}}
grow,{{en-verb|grows|growing|grew|grown}}
hang,"{{en-verb|hangs|hanging|hung|past2=hanged|past2_qual=archaic, legal}}"
have,{{en-verb|has|having|had}}
sandbox,{{en-verb|sandboxes|sandboxing|sandboxed}}
hide,{{en-verb|hides|hiding|hid|hidden|past_ptc2=hid|past_ptc2_qual=archaic}}
hide,{{en-verb|hides|hiding|hided}}
hit,"{{en-verb|hits|hitting|hit|past2=hat|past2_qual=dialectal|past3=het|past3_qual=rare, dialectal|hit|past_ptc2=hitten|past_ptc2_qual=dialectal}}"
hold,{{en-verb|holds|holding|held|held|past_ptc2=holden|past_ptc2_qual=archaic}}
hurt,{{en-verb|hurts|hurting|hurt}}
input,{{en-verb|inputs|inputting|input|past2=inputted}}
inset,{{en-verb|insets|insetting|inset|past2=insetted}}
pigeon,{{en-verb}}
imply,{{en-verb|impl|ies}}
infer,{{en-verb|inferr}}
twaddle,{{en-verb|twaddles|twaddling|twaddled}}
interbreed,{{en-verb|interbreeds|interbreeding|interbred}}
interweave,{{en-verb|interweaves|interweaving|interwove|past2=interweaved|interwoven}}
keep,{{en-verb|keeps|keeping|kept}}
kneel,{{en-verb|kneels|kneeling|knelt|past2=kneeled}}
knit,{{en-verb|knits|knitting|knit|past2=knitted}}
lightning,{{en-verb}}
lay,{{en-verb|lays|laying|laid}}
lay,{{en-verb|lays|laying|laid}}
lean,{{en-verb|leans|leaning|leaned|past2=leant|past2_qual=UK}}
lean,{{en-verb}}
lean,{{en-verb}}
leave,{{en-verb|leaves|leaving|left}}
leave,{{en-verb|leaves|leaving|leaved}}
leave,{{en-verb|leaves|leaving|left}}
leave,{{en-verb|leaves|leaving|leaved}}
lend,{{en-verb|lends|lending|lent}}
let,{{en-verb|lets|letting|let|past2=leet|past2_qual=obsolete|let|past_ptc2=letten|past_ptc2_qual=rare}}
let,{{en-verb|lets|letting|letted|let}}
lie,{{en-verb|lies|lying|lay|lain}}
lie,{{en-verb|lies|lying|lied}}
lain,{{en-verb}}
light,{{en-verb|lights|lighting|lit|past2=lighted}}
light,{{en-verb}}
light,{{en-verb|lights|lighting|lit|past2=lighted}}
lit,{{en-verb|litt}}
inflect,{{en-verb}}
natter,{{en-verb}}
drivel,{{en-verb|drivels|driveling|pres_ptc2=drivelling|driveled|past2=drivelled}}
prattle,{{en-verb|prattl}}
make,{{en-verb|makes|making|made}}
meet,{{en-verb|meets|meeting|met}}
met,{{en-verb|-|-|met|-}}
mishear,{{en-verb|mishears|mishearing|misheard}}
mislay,{{en-verb|mislays|mislaying|mislaid}}
mislead,{{en-verb|misleads|misleading|misled}}
misread,{{en-verb|misreads|misreading|misread}}
misspell,{{en-verb|misspells|misspelling|misspelt|past2=misspelled}}
mistake,{{en-verb|mistakes|mistaking|mistook|mistaken}}
misunderstand,{{en-verb|misunderstands|misunderstanding|misunderstood}}
back,{{en-verb}}
cliché,{{en-verb|clichés|clichéing|clichéd|past2=clichéed|past2_qual=rare}}
bull,{{en-verb}}
bull,{{en-verb}}
bull,{{en-verb}}
bog,{{en-verb|bogs|bogging|bogged}}
bog,{{en-verb|bogg}}
bog,{{en-verb|bogs|bogging|bogged}}
paint,{{en-verb}}
machine,{{en-verb|machin}}
rod,{{en-verb|rods|rodding|rodded}}
sic,{{en-verb|sicc}}
sic,{{en-verb|sicc}}
oar,{{en-verb}}
wine,{{en-verb|win}}
rake,{{en-verb|rak}}
rake,{{en-verb|rak}}
rake,{{en-verb|rak}}
rake,{{en-verb|rak}}
tractor,{{en-verb}}
canal,{{en-verb|canals|canaling|pres_ptc2=canalling|canaled|past2=canalled}}
factor,{{en-verb}}
cable,{{en-verb|cabl}}
intertwine,{{en-verb|intertwin}}
bepaint,{{en-verb}}
spell,{{en-verb}}
spell,{{en-verb|spells|spelling|spelled|past2=spelt|past2_qual=mostly UK}}
spell,{{en-verb|spells|spelling|spelled|past2=spelt}}
shirt,{{en-verb}}
shoe,{{en-verb|shoes|shoeing|shod|past2=shoed|shodden|past_ptc2=shod|past_ptc3=shoed}}
skirt,{{en-verb}}
spelt,{{en-verb}}
speak,{{en-verb|speaks|speaking|spoke|past2=spake|past2_qual=archaic|spoken}}
straight,{{en-verb}}
hamstring,{{en-verb|hamstrings|hamstringing|hamstrung|past2=hamstringed}}
thunder,{{en-verb}}
secretary,{{en-verb|secretar|ies}}
statement,{{en-verb}}
bug,{{en-verb|bugs|bugging|bugged}}
brief,{{en-verb}}
mow,{{en-verb|mows|mowing|mowed|mowed|past_ptc2=mown}}
mow,{{en-verb}}
mow,{{en-verb}}
outbid,{{en-verb|outbids|outbidding|outbid|outbid|past_ptc2=outbidden}}
upcheer,{{en-verb}}
attack,{{en-verb}}
outdo,{{en-verb|outdoes|outdoing|outdid|outdone}}
attempt,{{en-verb}}
outgrow,{{en-verb|outgrows|outgrowing|outgrew|outgrown}}
outrun,{{en-verb|outruns|outrunning|outran|outrun}}
outsell,{{en-verb|outsells|outselling|outsold}}
overcast,{{en-verb|overcasts|overcasting|overcast}}
overcome,{{en-verb|overcomes|overcoming|overcame|overcome}}
overdo,{{en-verb|overdoes|overdoing|overdid|overdone}}
verbal,{{en-verb|verbals|verballing|verballed}}
boot,{{en-verb}}
boot,{{en-verb}}
boot,{{en-verb}}
distend,{{en-verb}}
separate,{{en-verb|separat}}
brush,{{en-verb|brushes|brushing|brushed}}
cough,{{en-verb}}
circle,{{en-verb|circl}}
cheese,{{en-verb|chees}}
cheese,{{en-verb|chees}}
cheese,{{en-verb|chees}}
bell,{{en-verb}}
bell,{{en-verb}}
card,{{en-verb}}
card,{{en-verb}}
crime,{{en-verb|crim|es}}
sin,{{en-verb|sinn}}
cheap,{{en-verb}}
common,{{en-verb}}
chin,{{en-verb|chinn}}
weight,{{en-verb}}
pledge,{{en-verb|pledg}}
attend,{{en-verb}}
attend,{{en-verb}}
whistle,{{en-verb|whistl}}
thing,{{en-verb}}
simple,{{en-verb|simpl}}
bubble,{{en-verb|bubbl}}
self,{{en-verb}}
bag,{{en-verb|bagg}}
boat,{{en-verb}}
body,{{en-verb|bodies|bodying|bodied}}
button,{{en-verb}}
chance,{{en-verb|chanc}}
bread,{{en-verb}}
bread,{{en-verb}}
bread,{{en-verb}}
chalk,{{en-verb}}
basket,{{en-verb}}
condition,{{en-verb}}
complex,{{en-verb|es}}
cruel,{{en-verb|cruels|cruelling|cruelled}}
butter,{{en-verb}}
bridge,{{en-verb|bridg}}
branch,{{en-verb|es}}
curtain,{{en-verb}}
curve,{{en-verb|curv}}
coat,{{en-verb}}
brick,{{en-verb}}
cell,{{en-verb}}
overdraw,{{en-verb|overdraws|overdrawing|overdrew|overdrawn}}
overeat,{{en-verb|overeats|overeating|overate|overeaten}}
overhang,{{en-verb|overhangs|overhanging|overhung}}
overhear,{{en-verb|overhears|overhearing|overheard}}
overlay,{{en-verb|overlays|overlaying|overlaid|past2=overlayed}}
overlie,{{en-verb|overlies|overlying|overlay|overlain}}
overpay,{{en-verb|overpays|overpaying|overpaid}}
override,{{en-verb|overrides|overriding|overrode|overridden}}
overrun,{{en-verb|overruns|overrunning|overran|overrun}}
oversee,{{en-verb|oversees|overseeing|oversaw|overseen}}
oversell,{{en-verb|oversells|overselling|oversold}}
overshoot,{{en-verb|overshoots|overshooting|overshot|overshot}}
oversleep,{{en-verb|oversleeps|oversleeping|overslept|overslept}}
overtake,{{en-verb|overtakes|overtaking|overtook|overtaken}}
overthrow,{{en-verb|overthrows|overthrowing|overthrew|overthrown}}
overthrow,{{en-verb|overthrows|overthrowing|overthrew|overthrown}}
sleep,{{en-verb|sleeps|sleeping|slept}}
partake,{{en-verb|partakes|partaking|partook|partaken}}
pay,{{en-verb|pays|paying|paid|past2=payed|past2_qual=archaic}}
pay,{{en-verb}}
plead,"{{en-verb|pleads|pleading|pleaded|past_qual=North America, England|past2=pled|past2_qual=North America, Scotland|past3=plead|past3_qual=North America}}"
pre-set,{{en-verb|pre-sets|pre-setting|pre-set|pre-set}}
proofread,{{en-verb|proofreads|proofreading|proofread|proofread}}
prove,{{en-verb|proves|proving|proved|proved|past_ptc2=proven}}
put,{{en-verb|puts|putting|put|put|past_ptc2=putten|past_ptc2_qual=UK dialectal}}
quit,{{en-verb|quits|quitting|quit|past2=quitted}}
report,{{en-verb}}
stay,{{en-verb}}
stay,{{en-verb}}
rebind,{{en-verb|rebinds|rebinding|rebound|rebound}}
rebound,{{en-verb}}
rebuild,{{en-verb|rebuilds|rebuilding|rebuilt|rebuilt}}
recast,{{en-verb|recasts|recasting|recast}}
redo,{{en-verb|redoes|redoing|redid|redone}}
re-lay,{{en-verb|relays|relaying|relaid}}
rid,{{en-verb|rids|ridding|rid|past2=ridded|rid}}
remake,{{en-verb|remakes|remaking|remade}}
repay,{{en-verb|repays|repaying|repaid|repaid}}
rerun,{{en-verb|reruns|rerunning|reran|rerun}}
resell,{{en-verb|resells|reselling|resold|resold}}
reset,{{en-verb|resets|resetting|reset}}
rethink,{{en-verb|rethinks|rethinking|rethought}}
rewind,{{en-verb|rewinds|rewinding|rewound}}
rewrite,{{en-verb|rewrites|rewriting|rewrote|rewritten}}
ride,{{en-verb|rides|riding|rode|ridden}}
ring,{{en-verb}}
ring,{{en-verb|rings|ringing|rang|past2=rung|past2_qual=nonstandard|rung}}
rise,{{en-verb|rises|rising|rose|risen}}
run,{{en-verb|runs|running|ran|run}}
saw,{{en-verb|saws|sawing|sawed|sawed|past_ptc2=sawn}}
seek,{{en-verb|seeks|seeking|sought}}
sell,{{en-verb|sells|selling|sold|sold}}
set,{{en-verb|sets|setting|set|set|past_ptc2=setten|past_ptc2_qual=dialectal}}
set,{{en-verb|set|t|ed}}
sew,{{en-verb|sews|sewing|sewed|sewn|past_ptc2=sewed|past_ptc3=sewen|past_ptc3_qual=obsolete}}
sew,{{en-verb}}
shake,{{en-verb|shakes|shaking|shook|shaken}}
shook,{{en-verb}}
shear,{{en-verb|shears|shearing|sheared|past2=shore|shorn|past_ptc2=sheared}}
shed,{{en-verb|sheds|shedding|shed}}
shine,{{en-verb|shines|shining|shone|past2=shined}}
shine,{{en-verb|shin}}
allege,{{en-verb|alleg}}
allege,{{en-verb|alleg}}
bourgeois,{{en-verb|bourgeoises|bourgeoising|bourgeoised}}
browse,{{en-verb|brows}}
filibuster,{{en-verb}}
dupe,{{en-verb|dup}}
dupe,{{en-verb|dup}}
emulate,{{en-verb|emulat}}
engender,{{en-verb}}
engender,{{en-verb}}
freight,{{en-verb}}
increment,{{en-verb}}
mollify,{{en-verb|mollif|ies}}
recuperate,{{en-verb|recuperat}}
repeal,{{en-verb}}
simulate,{{en-verb|simulat}}
stevedore,{{en-verb|stevedor}}
tout,{{en-verb}}
carp,{{en-verb}}
curtail,{{en-verb}}
denigrate,{{en-verb|denigrat}}
disdain,{{en-verb}}
interest,{{en-verb}}
threat,{{en-verb}}
shoot,{{en-verb|shoots|shooting|shot|shot|past_ptc2=shotten|past_ptc2_qual=rare}}
shot,{{en-verb|shott}}
show,{{en-verb|shows|showing|showed|shown|past_ptc2=showed}}
shut,{{en-verb|shuts|shutting|shut|shut}}
sit,"{{en-verb|sits|sitting|sat|sat|past_ptc2=sitten|past_ptc2_qual=archaic, dialectal}}"
slay,{{en-verb|slays|slaying|slew|past2=slayed|slain|past_ptc2=slayed}}
slew,{{en-verb}}
slide,{{en-verb|slides|sliding|slid|slid|past_ptc2=slidden|past_ptc2_qual=archaic}}
sling,{{en-verb|slings|slinging|slung|past2=slang|slung}}
slit,{{en-verb|slits|slitting|slit|slit|past_ptc2=slitten}}
spoke,{{en-verb|spok}}
smelt,{{en-verb}}
speed,{{en-verb|speeds|speeding|sped|past_qual=mostly US|past2=speeded|past2_qual=mostly UK}}
spend,{{en-verb|spends|spending|spent}}
spin,{{en-verb|spins|spinning|spun|past2=span|past2_qual=archaic|spun}}
spit,{{en-verb|spitt}}
spit,{{en-verb|spits|spitting|spat|past2=spit}}
spat,{{en-verb|spatt}}
spat,{{en-verb|spatt}}
spat,{{en-verb|spatt}}
split,{{en-verb|splits|splitting|split}}
spoil,{{en-verb|spoils|spoiling|spoiled|past2=spoilt}}
spoon-feed,{{en-verb|head=[[spoon]]-[[feed]]|spoon-feeds|spoon-feeding|spoon-fed}}
spread,{{en-verb|spreads|spreading|spread}}
stick,{{en-verb}}
stick,{{en-verb|sticks|sticking|stuck|past2=sticked|past2_qual=archaic}}
sting,"{{en-verb|stings|stinging|stung|past2=stang|past2_qual=rare, dialectal|stung}}"
stink,{{en-verb|stinks|stinking|stank|past2=stunk|stunk}}
stank,{{en-verb}}
strew,{{en-verb|strews|strewing|strewed|strewn|past_ptc2=strewed}}
stride,{{en-verb|strides|striding|strode|stridden|past_ptc2=strode|past_ptc3=strid}}
strive,{{en-verb|strives|striving|strove|past2=strived|striven|past_ptc2=strived}}
impact,{{en-verb}}
nettle,{{en-verb|nettl}}
stimulate,{{en-verb|stimulat}}
stiffen,{{en-verb}}
stiff,{{en-verb}}
strike,{{en-verb|strikes|striking|struck|struck|past_ptc2=stricken}}
string,{{en-verb|strings|stringing|strung}}
swear,{{en-verb|swears|swearing|swore|sworn}}
swear,{{en-verb}}
sweep,{{en-verb|sweeps|sweeping|swept}}
swell,{{en-verb|swells|swelling|swelled|swollen|past_ptc2=swelled}}
swim,{{en-verb|swims|swimming|swam|past2=swum|past2_qual=archaic|swum}}
swing,{{en-verb|swings|swinging|swang|past2=swung|swung|past_ptc2=swungen|past_ptc2_qual=archaic}}
teach,{{en-verb|teaches|teaching|taught|taught}}
tell,{{en-verb|tells|telling|told}}
throw,{{en-verb|throws|throwing|threw|thrown}}
thrust,{{en-verb|thrusts|thrusting|thrust|past2=thrusted}}
tread,{{en-verb|treads|treading|trod|past2=tread|past3=trodden}}
trod,{{en-verb|trodd}}
unbind,{{en-verb|unbinds|unbinding|unbound|unbound|past_ptc2=unbounden|past_ptc2_qual=rare}}
underlie,{{en-verb|underlies|underlying|underlay|underlain}}
underlay,{{en-verb|underlays|underlaying|underlaid}}
understand,{{en-verb|understands|understanding|understood}}
undertake,{{en-verb|undertakes|undertaking|undertook|undertaken}}
underwrite,{{en-verb|underwrites|underwriting|underwrote|underwritten}}
undo,{{en-verb|undoes|undoing|undid|undone}}
unwind,{{en-verb|unwinds|unwinding|unwound}}
uphold,{{en-verb|upholds|upholding|upheld|upheld|past_ptc2=upholden|past_ptc2_qual=archaic}}
upset,{{en-verb|upsets|upsetting|upset|upset}}
wake,{{en-verb|wakes|waking|woke|past2=waked|woken|past_ptc2=waked}}
wear,{{en-verb|wears|wearing|weared|past2=wore|weared|past_ptc2=worn}}
wear,{{en-verb|wears|wearing|wore|worn}}
wed,{{en-verb|weds|wedding|wed|past2=wedded}}
weep,{{en-verb|weeps|weeping|wept|past2=weeped}}
wet,{{en-verb|wets|wetting|wet|past2=wetted}}
won,{{en-verb|d}}
wind,{{en-verb|winds|winding|winded|past2=wound|past2_qual=proscribed}}
wind,{{en-verb|winds|winding|wound|past2=winded|past2_qual=archaic}}
withdraw,{{en-verb|withdraws|withdrawing|withdrew|withdrawn}}
charm,{{en-verb}}
incorporate,{{en-verb|incorporat}}
begum,{{en-verb|begumm}}
gussy up,{{en-verb|gussies up|gussying up|gussied up}}
concern,{{en-verb}}
shape,{{en-verb|shapes|shaping|shaped|past2=shope|past2_qual=obsolete|shaped|past_ptc2=shapen}}
threaten,{{en-verb}}
round,{{en-verb|rounds|rounding|rounded}}
round,{{en-verb}}
bib,{{en-verb|bibb}}
sot,{{en-verb|sots|sotting|sotted}}
cause,{{en-verb|caus}}
cook,{{en-verb}}
cook,{{en-verb}}
cook,{{en-verb}}
crush,{{en-verb|es}}
cushion,{{en-verb}}
bitter,{{en-verb}}
cotton,{{en-verb}}
bottle,{{en-verb|bottl}}
change,{{en-verb|chang}}
comb,{{en-verb}}
box,{{en-verb|es}}
box,{{en-verb|es}}
cloud,{{en-verb}}
brain,{{en-verb}}
lark,{{en-verb}}
lark,{{en-verb}}
skylark,{{en-verb}}
anchor,{{en-verb}}
benefit,{{en-verb|benefits|benefiting|pres_ptc2=benefitting|benefited|past2=benefitted|benefited|past_ptc2=benefitted}}
cement,{{en-verb}}
syllable,{{en-verb|syllabl}}
act,{{en-verb}}
balance,{{en-verb|balanc}}
coal,{{en-verb}}
ball,{{en-verb}}
brake,{{en-verb|brak}}
brake,{{en-verb|brak}}
cake,{{en-verb|cakes|caking|caked}}
cake,{{en-verb|cakes|caking|caked}}
care,{{en-verb|car}}
clean,{{en-verb}}
clear,{{en-verb}}
base,{{en-verb|bas}}
cover,{{en-verb}}
collar,{{en-verb}}
control,{{en-verb|controll}}
iron,{{en-verb}}
cuckoo,{{en-verb}}
applaud,{{en-verb}}
belly,{{en-verb|bellies|bellying|bellied}}
bestow,{{en-verb}}
bewilder,{{en-verb}}
blanket,{{en-verb}}
jeer,{{en-verb}}
journey,{{en-verb}}
venom,{{en-verb}}
ice,{{en-verb|ic}}
lake,{{en-verb|lak}}
lake,{{en-verb|lak}}
twang,{{en-verb}}
drawl,{{en-verb|drawls|drawling|drawled|drawled}}
decline,{{en-verb|declin}}
kek,{{en-verb|keks|keking|kek'd}}
effect,{{en-verb}}
door,{{en-verb}}
dry,{{en-verb|dries|drying|dried}}
doubt,{{en-verb}}
differ,{{en-verb}}
difference,{{en-verb|differenc}}
dirty,{{en-verb|dirt|ies}}
goat,{{en-verb}}
end,{{en-verb}}
flat,{{en-verb|flats|flatting|flatted}}
guitar,{{en-verb}}
bankrupt,{{en-verb|bankrupts|bankrupting|bankrupted|bankrupted}}
falcon,{{en-verb}}
chicken,{{en-verb}}
chicken,{{en-verb|chickens|chickening|chickened}}
swallow,{{en-verb}}
gull,{{en-verb}}
butterfly,{{en-verb|butterfl|ies}}
rumor,{{en-verb}}
enforce,{{en-verb|enforc}}
impose,{{en-verb|impos}}
power,{{en-verb}}
proportionate,{{en-verb|proportionat}}
proportion,{{en-verb}}
vole,{{en-verb|vol}}
buffalo,{{en-verb|buffaloes|buffaloing|buffaloed}}
